index,label,prediction_set,set_size,uncertainty_score,correct
1814,3,[3],1,1.0,True
1815,2,[2],1,1.0,True
1816,1,[1],1,1.0,True
1817,0,[3],1,1.0,False
1818,5,[5],1,1.0,True
1819,2,[2],1,1.0,True
1820,6,[6],1,1.0,True
1821,8,[8],1,1.0,True
1822,4,[4],1,1.0,True
1823,9,[9],1,1.0,True
1824,2,[2],1,1.0,True
1825,6,[6],1,1.0,True
1826,0,[0],1,1.0,True
1827,3,[3],1,1.0,True
1828,0,[0],1,1.0,True
1829,3,[9],1,1.0,False
1830,9,[9],1,1.0,True
1831,5,[5],1,1.0,True
1832,8,[8],1,1.0,True
1833,4,[4],1,1.0,True
1834,6,[6],1,1.0,True
1835,2,[2],1,1.0,True
1836,3,[3],1,1.0,True
1837,7,[7],1,1.0,True
1838,8,[8],1,1.0,True
1839,5,[5],1,1.0,True
1840,5,[5],1,1.0,True
1841,8,[8],1,1.0,True
1842,4,[4],1,1.0,True
1843,7,[7],1,1.0,True
1844,3,[3],1,1.0,True
1845,3,[],0,0.0,False
1846,4,[4],1,1.0,True
1847,9,[9],1,1.0,True
1848,7,[7],1,1.0,True
1849,3,[3],1,1.0,True
1850,5,[5],1,1.0,True
1851,8,[8],1,1.0,True
1852,1,[1],1,1.0,True
1853,4,[4],1,1.0,True
1854,3,[3],1,1.0,True
1855,7,[7],1,1.0,True
1856,2,[2],1,1.0,True
1857,8,[8],1,1.0,True
1858,8,[8],1,1.0,True
1859,5,[],0,0.0,False
1860,3,[5],1,1.0,False
1861,0,[0],1,1.0,True
1862,5,[5],1,1.0,True
1863,6,[6],1,1.0,True
1864,1,[1],1,1.0,True
1865,6,[6],1,1.0,True
1866,1,[1],1,1.0,True
1867,3,[3],1,1.0,True
1868,6,[6],1,1.0,True
1869,5,[5],1,1.0,True
1870,9,[9],1,1.0,True
1871,9,[9],1,1.0,True
1872,5,[5],1,1.0,True
1873,1,[1],1,1.0,True
1874,9,[9],1,1.0,True
1875,9,[9],1,1.0,True
1876,1,[1],1,1.0,True
1877,3,[3],1,1.0,True
1878,3,[3],1,1.0,True
1879,8,[8],1,1.0,True
1880,9,[9],1,1.0,True
1881,9,[9],1,1.0,True
1882,0,[0],1,1.0,True
1883,0,[0],1,1.0,True
1884,4,[4],1,1.0,True
1885,1,[1],1,1.0,True
1886,6,[],0,0.0,False
1887,8,[8],1,1.0,True
1888,2,[2],1,1.0,True
1889,3,[3],1,1.0,True
1890,8,[8],1,1.0,True
1891,9,[1],1,1.0,False
1892,9,[9],1,1.0,True
1893,3,[3],1,1.0,True
1894,9,[9],1,1.0,True
1895,3,[3],1,1.0,True
1896,4,[4],1,1.0,True
1897,9,[9],1,1.0,True
1898,9,[9],1,1.0,True
1899,9,[9],1,1.0,True
1900,2,[2],1,1.0,True
1901,6,[6],1,1.0,True
1902,2,[],0,0.0,False
1903,6,[6],1,1.0,True
1904,3,[3],1,1.0,True
1905,9,[9],1,1.0,True
1906,3,[3],1,1.0,True
1907,2,[2],1,1.0,True
1908,5,[5],1,1.0,True
1909,5,[5],1,1.0,True
1910,7,[2],1,1.0,False
1911,0,[0],1,1.0,True
1912,1,[1],1,1.0,True
1913,3,[],0,0.0,False
1914,4,[4],1,1.0,True
1915,3,[3],1,1.0,True
1916,2,[2],1,1.0,True
1917,1,[1],1,1.0,True
1918,0,[0],1,1.0,True
1919,4,[4],1,1.0,True
1920,5,[5],1,1.0,True
1921,0,[0],1,1.0,True
1922,8,[8],1,1.0,True
1923,8,[8],1,1.0,True
1924,6,[6],1,1.0,True
1925,2,[3],1,1.0,False
1926,9,[9],1,1.0,True
1927,8,[8],1,1.0,True
1928,8,[8],1,1.0,True
1929,3,[3],1,1.0,True
1930,6,[6],1,1.0,True
1931,9,[9],1,1.0,True
1932,6,[6],1,1.0,True
1933,8,[8],1,1.0,True
1934,7,[7],1,1.0,True
1935,7,[7],1,1.0,True
1936,5,[5],1,1.0,True
1937,0,[0],1,1.0,True
1938,6,[6],1,1.0,True
1939,6,[6],1,1.0,True
1940,0,[0],1,1.0,True
1941,1,[1],1,1.0,True
1942,2,[2],1,1.0,True
1943,3,[3],1,1.0,True
1944,9,[9],1,1.0,True
1945,9,[9],1,1.0,True
1946,0,[0],1,1.0,True
1947,6,[6],1,1.0,True
1948,8,[8],1,1.0,True
1949,0,[0],1,1.0,True
1950,7,[7],1,1.0,True
1951,4,[0],1,1.0,False
1952,7,[7],1,1.0,True
1953,0,[0],1,1.0,True
1954,9,[9],1,1.0,True
1955,8,[8],1,1.0,True
1956,2,[2],1,1.0,True
1957,1,[1],1,1.0,True
1958,4,[4],1,1.0,True
1959,7,[7],1,1.0,True
1960,2,[2],1,1.0,True
1961,3,[5],1,1.0,False
1962,9,[9],1,1.0,True
1963,9,[9],1,1.0,True
1964,7,[7],1,1.0,True
1965,5,[5],1,1.0,True
1966,0,[0],1,1.0,True
1967,5,[5],1,1.0,True
1968,5,[],0,0.0,False
1969,4,[4],1,1.0,True
1970,4,[4],1,1.0,True
1971,0,[0],1,1.0,True
1972,9,[9],1,1.0,True
1973,1,[1],1,1.0,True
1974,4,[4],1,1.0,True
1975,7,[7],1,1.0,True
1976,9,[9],1,1.0,True
1977,3,[3],1,1.0,True
1978,8,[8],1,1.0,True
1979,5,[5],1,1.0,True
1980,2,[2],1,1.0,True
1981,3,[3],1,1.0,True
1982,3,[3],1,1.0,True
1983,7,[7],1,1.0,True
1984,1,[1],1,1.0,True
1985,7,[7],1,1.0,True
1986,7,[7],1,1.0,True
1987,4,[7],1,1.0,False
1988,8,[8],1,1.0,True
1989,5,[5],1,1.0,True
1990,8,[8],1,1.0,True
1991,5,[],0,0.0,False
1992,1,[1],1,1.0,True
1993,8,[8],1,1.0,True
1994,1,[1],1,1.0,True
1995,2,[2],1,1.0,True
1996,0,[0],1,1.0,True
1997,6,[6],1,1.0,True
1998,4,[4],1,1.0,True
1999,0,[0],1,1.0,True
2000,1,[1],1,1.0,True
2001,5,[5],1,1.0,True
2002,2,[2],1,1.0,True
2003,4,[4],1,1.0,True
2004,6,[6],1,1.0,True
2005,8,[8],1,1.0,True
2006,7,[],0,0.0,False
2007,2,[2],1,1.0,True
2008,8,[8],1,1.0,True
2009,6,[6],1,1.0,True
2010,3,[],0,0.0,False
2011,2,[],0,0.0,False
2012,3,[3],1,1.0,True
2013,2,[2],1,1.0,True
2014,7,[7],1,1.0,True
2015,6,[6],1,1.0,True
2016,6,[6],1,1.0,True
2017,4,[2],1,1.0,False
2018,3,[3],1,1.0,True
2019,8,[8],1,1.0,True
2020,9,[9],1,1.0,True
2021,6,[6],1,1.0,True
2022,0,[0],1,1.0,True
2023,8,[8],1,1.0,True
2024,6,[6],1,1.0,True
2025,7,[7],1,1.0,True
2026,6,[6],1,1.0,True
2027,2,[2],1,1.0,True
2028,1,[1],1,1.0,True
2029,6,[6],1,1.0,True
2030,2,[2],1,1.0,True
2031,9,[9],1,1.0,True
2032,8,[8],1,1.0,True
2033,2,[2],1,1.0,True
2034,3,[3],1,1.0,True
2035,3,[3],1,1.0,True
2036,0,[0],1,1.0,True
2037,9,[1],1,1.0,False
2038,1,[1],1,1.0,True
2039,0,[0],1,1.0,True
2040,8,[8],1,1.0,True
2041,1,[1],1,1.0,True
2042,6,[6],1,1.0,True
2043,6,[6],1,1.0,True
2044,7,[7],1,1.0,True
2045,4,[4],1,1.0,True
2046,9,[9],1,1.0,True
2047,2,[2],1,1.0,True
2048,2,[2],1,1.0,True
2049,5,[5],1,1.0,True
2050,5,[5],1,1.0,True
2051,2,[],0,0.0,False
2052,4,[4],1,1.0,True
2053,5,[5],1,1.0,True
2054,6,[6],1,1.0,True
2055,0,[0],1,1.0,True
2056,8,[8],1,1.0,True
2057,0,[0],1,1.0,True
2058,4,[],0,0.0,False
2059,4,[4],1,1.0,True
2060,2,[2],1,1.0,True
2061,7,[7],1,1.0,True
2062,1,[1],1,1.0,True
2063,7,[7],1,1.0,True
2064,6,[6],1,1.0,True
2065,0,[0],1,1.0,True
2066,3,[],0,0.0,False
2067,5,[5],1,1.0,True
2068,3,[3],1,1.0,True
2069,2,[2],1,1.0,True
2070,6,[6],1,1.0,True
2071,9,[9],1,1.0,True
2072,6,[6],1,1.0,True
2073,3,[3],1,1.0,True
2074,2,[2],1,1.0,True
2075,2,[2],1,1.0,True
2076,3,[3],1,1.0,True
2077,7,[7],1,1.0,True
2078,5,[5],1,1.0,True
2079,3,[3],1,1.0,True
2080,8,[8],1,1.0,True
2081,7,[7],1,1.0,True
2082,0,[0],1,1.0,True
2083,7,[7],1,1.0,True
2084,9,[],0,0.0,False
2085,0,[0],1,1.0,True
2086,8,[8],1,1.0,True
2087,4,[4],1,1.0,True
2088,2,[2],1,1.0,True
2089,4,[4],1,1.0,True
2090,7,[7],1,1.0,True
2091,3,[],0,0.0,False
2092,7,[7],1,1.0,True
2093,8,[8],1,1.0,True
2094,8,[8],1,1.0,True
2095,6,[6],1,1.0,True
2096,6,[6],1,1.0,True
2097,1,[1],1,1.0,True
2098,2,[2],1,1.0,True
2099,4,[4],1,1.0,True
2100,4,[4],1,1.0,True
2101,7,[7],1,1.0,True
2102,1,[1],1,1.0,True
2103,0,[0],1,1.0,True
2104,9,[9],1,1.0,True
2105,1,[1],1,1.0,True
2106,5,[5],1,1.0,True
2107,9,[9],1,1.0,True
2108,5,[],0,0.0,False
2109,3,[],0,0.0,False
2110,9,[9],1,1.0,True
2111,9,[9],1,1.0,True
2112,1,[1],1,1.0,True
2113,2,[],0,0.0,False
2114,1,[1],1,1.0,True
2115,0,[],0,0.0,False
2116,5,[5],1,1.0,True
2117,1,[9],1,1.0,False
2118,7,[7],1,1.0,True
2119,8,[8],1,1.0,True
2120,7,[7],1,1.0,True
2121,7,[7],1,1.0,True
2122,4,[4],1,1.0,True
2123,6,[6],1,1.0,True
2124,1,[1],1,1.0,True
2125,0,[0],1,1.0,True
2126,4,[4],1,1.0,True
2127,3,[3],1,1.0,True
2128,5,[],0,0.0,False
2129,4,[4],1,1.0,True
2130,6,[6],1,1.0,True
2131,3,[3],1,1.0,True
2132,3,[3],1,1.0,True
2133,7,[7],1,1.0,True
2134,8,[8],1,1.0,True
2135,7,[7],1,1.0,True
2136,8,[8],1,1.0,True
2137,5,[5],1,1.0,True
2138,1,[1],1,1.0,True
2139,1,[1],1,1.0,True
2140,7,[7],1,1.0,True
2141,3,[3],1,1.0,True
2142,8,[8],1,1.0,True
2143,6,[6],1,1.0,True
2144,3,[3],1,1.0,True
2145,2,[2],1,1.0,True
2146,0,[],0,0.0,False
2147,6,[6],1,1.0,True
2148,5,[5],1,1.0,True
2149,7,[7],1,1.0,True
2150,2,[2],1,1.0,True
2151,2,[2],1,1.0,True
2152,2,[2],1,1.0,True
2153,4,[4],1,1.0,True
2154,3,[5],1,1.0,False
2155,3,[3],1,1.0,True
2156,3,[3],1,1.0,True
2157,6,[6],1,1.0,True
2158,1,[1],1,1.0,True
2159,7,[7],1,1.0,True
2160,8,[8],1,1.0,True
2161,3,[3],1,1.0,True
2162,9,[9],1,1.0,True
2163,7,[7],1,1.0,True
2164,0,[0],1,1.0,True
2165,2,[2],1,1.0,True
2166,3,[3],1,1.0,True
2167,0,[0],1,1.0,True
2168,8,[8],1,1.0,True
2169,8,[8],1,1.0,True
2170,4,[4],1,1.0,True
2171,1,[1],1,1.0,True
2172,7,[4],1,1.0,False
2173,0,[0],1,1.0,True
2174,4,[4],1,1.0,True
2175,2,[2],1,1.0,True
2176,9,[9],1,1.0,True
2177,6,[6],1,1.0,True
2178,5,[5],1,1.0,True
2179,0,[0],1,1.0,True
2180,4,[4],1,1.0,True
2181,9,[9],1,1.0,True
2182,7,[7],1,1.0,True
2183,1,[1],1,1.0,True
2184,9,[9],1,1.0,True
2185,3,[3],1,1.0,True
2186,0,[0],1,1.0,True
2187,4,[4],1,1.0,True
2188,6,[6],1,1.0,True
2189,6,[6],1,1.0,True
2190,0,[0],1,1.0,True
2191,2,[2],1,1.0,True
2192,7,[7],1,1.0,True
2193,9,[9],1,1.0,True
2194,2,[2],1,1.0,True
2195,4,[4],1,1.0,True
2196,2,[2],1,1.0,True
2197,1,[1],1,1.0,True
2198,7,[7],1,1.0,True
2199,6,[6],1,1.0,True
2200,6,[6],1,1.0,True
2201,9,[1],1,1.0,False
2202,1,[1],1,1.0,True
2203,7,[7],1,1.0,True
2204,2,[2],1,1.0,True
2205,4,[4],1,1.0,True
2206,2,[2],1,1.0,True
2207,3,[3],1,1.0,True
2208,4,[4],1,1.0,True
2209,1,[1],1,1.0,True
2210,6,[6],1,1.0,True
2211,9,[9],1,1.0,True
2212,4,[3],1,1.0,False
2213,2,[2],1,1.0,True
2214,0,[0],1,1.0,True
2215,0,[],0,0.0,False
2216,4,[4],1,1.0,True
2217,5,[5],1,1.0,True
2218,2,[2],1,1.0,True
2219,3,[3],1,1.0,True
2220,2,[2],1,1.0,True
2221,6,[6],1,1.0,True
2222,7,[7],1,1.0,True
2223,9,[9],1,1.0,True
2224,6,[6],1,1.0,True
2225,4,[4],1,1.0,True
2226,9,[9],1,1.0,True
2227,8,[8],1,1.0,True
2228,1,[1],1,1.0,True
2229,4,[],0,0.0,False
2230,6,[6],1,1.0,True
2231,9,[9],1,1.0,True
2232,8,[8],1,1.0,True
2233,2,[5],1,1.0,False
2234,2,[2],1,1.0,True
2235,5,[5],1,1.0,True
2236,1,[1],1,1.0,True
2237,0,[0],1,1.0,True
2238,1,[1],1,1.0,True
2239,9,[9],1,1.0,True
2240,7,[7],1,1.0,True
2241,2,[2],1,1.0,True
2242,8,[8],1,1.0,True
2243,0,[0],1,1.0,True
2244,6,[6],1,1.0,True
2245,7,[7],1,1.0,True
2246,9,[9],1,1.0,True
2247,9,[9],1,1.0,True
2248,2,[2],1,1.0,True
2249,7,[7],1,1.0,True
2250,8,[8],1,1.0,True
2251,8,[8],1,1.0,True
2252,3,[3],1,1.0,True
2253,1,[1],1,1.0,True
2254,8,[8],1,1.0,True
2255,7,[7],1,1.0,True
2256,1,[1],1,1.0,True
2257,5,[5],1,1.0,True
2258,3,[3],1,1.0,True
2259,7,[7],1,1.0,True
2260,0,[0],1,1.0,True
2261,2,[2],1,1.0,True
2262,1,[1],1,1.0,True
2263,4,[4],1,1.0,True
2264,6,[6],1,1.0,True
2265,9,[9],1,1.0,True
2266,2,[2],1,1.0,True
2267,8,[8],1,1.0,True
2268,0,[0],1,1.0,True
2269,0,[0],1,1.0,True
2270,0,[0],1,1.0,True
2271,3,[3],1,1.0,True
2272,9,[9],1,1.0,True
2273,5,[],0,0.0,False
2274,7,[7],1,1.0,True
2275,3,[9],1,1.0,False
2276,3,[3],1,1.0,True
2277,8,[8],1,1.0,True
2278,9,[9],1,1.0,True
2279,1,[1],1,1.0,True
2280,2,[2],1,1.0,True
2281,4,[4],1,1.0,True
2282,6,[6],1,1.0,True
2283,9,[9],1,1.0,True
2284,7,[7],1,1.0,True
2285,6,[6],1,1.0,True
2286,6,[6],1,1.0,True
2287,1,[1],1,1.0,True
2288,7,[7],1,1.0,True
2289,9,[9],1,1.0,True
2290,3,[3],1,1.0,True
2291,4,[4],1,1.0,True
2292,8,[8],1,1.0,True
2293,5,[5],1,1.0,True
2294,9,[9],1,1.0,True
2295,7,[7],1,1.0,True
2296,3,[3],1,1.0,True
2297,2,[2],1,1.0,True
2298,9,[1],1,1.0,False
2299,2,[2],1,1.0,True
2300,3,[],0,0.0,False
2301,8,[8],1,1.0,True
2302,4,[4],1,1.0,True
2303,5,[5],1,1.0,True
2304,9,[9],1,1.0,True
2305,5,[5],1,1.0,True
2306,8,[8],1,1.0,True
2307,0,[0],1,1.0,True
2308,1,[],0,0.0,False
2309,5,[5],1,1.0,True
2310,0,[0],1,1.0,True
2311,0,[],0,0.0,False
2312,9,[9],1,1.0,True
2313,4,[4],1,1.0,True
2314,7,[7],1,1.0,True
2315,9,[1],1,1.0,False
2316,3,[3],1,1.0,True
2317,0,[0],1,1.0,True
2318,6,[6],1,1.0,True
2319,8,[8],1,1.0,True
2320,4,[4],1,1.0,True
2321,9,[9],1,1.0,True
2322,4,[4],1,1.0,True
2323,8,[8],1,1.0,True
2324,8,[8],1,1.0,True
2325,7,[7],1,1.0,True
2326,2,[],0,0.0,False
2327,9,[9],1,1.0,True
2328,5,[5],1,1.0,True
2329,4,[4],1,1.0,True
2330,8,[8],1,1.0,True
2331,5,[5],1,1.0,True
2332,1,[1],1,1.0,True
2333,3,[2],1,1.0,False
2334,0,[0],1,1.0,True
2335,9,[9],1,1.0,True
2336,1,[1],1,1.0,True
2337,3,[3],1,1.0,True
2338,4,[4],1,1.0,True
2339,0,[],0,0.0,False
2340,6,[6],1,1.0,True
2341,6,[6],1,1.0,True
2342,0,[0],1,1.0,True
2343,5,[5],1,1.0,True
2344,0,[0],1,1.0,True
2345,4,[4],1,1.0,True
2346,1,[],0,0.0,False
2347,4,[4],1,1.0,True
2348,8,[8],1,1.0,True
2349,2,[0],1,1.0,False
2350,9,[9],1,1.0,True
2351,4,[3],1,1.0,False
2352,7,[7],1,1.0,True
2353,4,[4],1,1.0,True
2354,9,[9],1,1.0,True
2355,0,[0],1,1.0,True
2356,1,[1],1,1.0,True
2357,0,[0],1,1.0,True
2358,6,[6],1,1.0,True
2359,7,[7],1,1.0,True
2360,4,[4],1,1.0,True
2361,7,[7],1,1.0,True
2362,6,[6],1,1.0,True
2363,4,[4],1,1.0,True
2364,4,[4],1,1.0,True
2365,3,[3],1,1.0,True
2366,2,[],0,0.0,False
2367,9,[9],1,1.0,True
2368,7,[7],1,1.0,True
2369,2,[],0,0.0,False
2370,9,[9],1,1.0,True
2371,6,[6],1,1.0,True
2372,7,[7],1,1.0,True
2373,1,[1],1,1.0,True
2374,2,[2],1,1.0,True
2375,3,[3],1,1.0,True
2376,0,[0],1,1.0,True
2377,5,[5],1,1.0,True
2378,7,[7],1,1.0,True
2379,7,[7],1,1.0,True
2380,0,[0],1,1.0,True
2381,4,[4],1,1.0,True
2382,2,[2],1,1.0,True
2383,5,[4],1,1.0,False
2384,3,[4],1,1.0,False
2385,3,[],0,0.0,False
2386,5,[],0,0.0,False
2387,3,[3],1,1.0,True
2388,5,[5],1,1.0,True
2389,4,[5],1,1.0,False
2390,3,[3],1,1.0,True
2391,1,[1],1,1.0,True
2392,6,[6],1,1.0,True
2393,0,[0],1,1.0,True
2394,1,[1],1,1.0,True
2395,5,[],0,0.0,False
2396,8,[8],1,1.0,True
2397,1,[1],1,1.0,True
2398,0,[0],1,1.0,True
2399,5,[5],1,1.0,True
2400,2,[],0,0.0,False
2401,5,[],0,0.0,False
2402,2,[2],1,1.0,True
2403,4,[4],1,1.0,True
2404,4,[4],1,1.0,True
2405,1,[],0,0.0,False
2406,6,[6],1,1.0,True
2407,6,[6],1,1.0,True
2408,7,[7],1,1.0,True
2409,7,[7],1,1.0,True
2410,3,[3],1,1.0,True
2411,3,[3],1,1.0,True
2412,9,[9],1,1.0,True
2413,8,[8],1,1.0,True
2414,8,[8],1,1.0,True
2415,8,[8],1,1.0,True
2416,9,[9],1,1.0,True
2417,3,[3],1,1.0,True
2418,5,[],0,0.0,False
2419,9,[9],1,1.0,True
2420,2,[2],1,1.0,True
2421,5,[5],1,1.0,True
2422,2,[2],1,1.0,True
2423,3,[3],1,1.0,True
2424,4,[4],1,1.0,True
2425,5,[5],1,1.0,True
2426,7,[7],1,1.0,True
2427,0,[0],1,1.0,True
2428,6,[6],1,1.0,True
2429,1,[1],1,1.0,True
2430,1,[1],1,1.0,True
2431,3,[3],1,1.0,True
2432,2,[2],1,1.0,True
2433,4,[4],1,1.0,True
2434,7,[7],1,1.0,True
2435,4,[4],1,1.0,True
2436,7,[7],1,1.0,True
2437,4,[4],1,1.0,True
2438,3,[7],1,1.0,False
2439,7,[7],1,1.0,True
2440,4,[4],1,1.0,True
2441,1,[1],1,1.0,True
2442,5,[5],1,1.0,True
2443,1,[1],1,1.0,True
2444,7,[7],1,1.0,True
2445,6,[6],1,1.0,True
2446,0,[0],1,1.0,True
2447,9,[9],1,1.0,True
2448,0,[0],1,1.0,True
2449,6,[6],1,1.0,True
2450,6,[6],1,1.0,True
2451,1,[1],1,1.0,True
2452,1,[1],1,1.0,True
2453,1,[1],1,1.0,True
2454,7,[7],1,1.0,True
2455,6,[6],1,1.0,True
2456,5,[5],1,1.0,True
2457,3,[3],1,1.0,True
2458,0,[0],1,1.0,True
2459,8,[8],1,1.0,True
2460,7,[7],1,1.0,True
2461,1,[1],1,1.0,True
2462,2,[2],1,1.0,True
2463,6,[6],1,1.0,True
2464,1,[1],1,1.0,True
2465,4,[4],1,1.0,True
2466,7,[7],1,1.0,True
2467,2,[2],1,1.0,True
2468,1,[1],1,1.0,True
2469,7,[7],1,1.0,True
2470,7,[7],1,1.0,True
2471,3,[2],1,1.0,False
2472,3,[3],1,1.0,True
2473,2,[2],1,1.0,True
2474,4,[4],1,1.0,True
2475,7,[7],1,1.0,True
2476,5,[5],1,1.0,True
2477,4,[4],1,1.0,True
2478,7,[7],1,1.0,True
2479,8,[8],1,1.0,True
2480,2,[2],1,1.0,True
2481,3,[3],1,1.0,True
2482,3,[3],1,1.0,True
2483,3,[3],1,1.0,True
2484,9,[9],1,1.0,True
2485,0,[0],1,1.0,True
2486,4,[5],1,1.0,False
2487,7,[7],1,1.0,True
2488,5,[5],1,1.0,True
2489,1,[1],1,1.0,True
2490,8,[8],1,1.0,True
2491,2,[2],1,1.0,True
2492,5,[5],1,1.0,True
2493,8,[8],1,1.0,True
2494,8,[8],1,1.0,True
2495,9,[9],1,1.0,True
2496,0,[0],1,1.0,True
2497,9,[9],1,1.0,True
2498,3,[3],1,1.0,True
2499,5,[5],1,1.0,True
2500,5,[5],1,1.0,True
2501,8,[8],1,1.0,True
2502,3,[3],1,1.0,True
2503,4,[4],1,1.0,True
2504,9,[9],1,1.0,True
2505,9,[],0,0.0,False
2506,9,[9],1,1.0,True
2507,3,[3],1,1.0,True
2508,7,[7],1,1.0,True
2509,3,[3],1,1.0,True
2510,1,[1],1,1.0,True
2511,9,[9],1,1.0,True
2512,8,[8],1,1.0,True
2513,0,[0],1,1.0,True
2514,9,[9],1,1.0,True
2515,2,[2],1,1.0,True
2516,7,[5],1,1.0,False
2517,9,[9],1,1.0,True
2518,9,[9],1,1.0,True
2519,5,[5],1,1.0,True
2520,3,[],0,0.0,False
2521,6,[6],1,1.0,True
2522,8,[8],1,1.0,True
2523,0,[0],1,1.0,True
2524,7,[7],1,1.0,True
2525,3,[3],1,1.0,True
2526,7,[7],1,1.0,True
2527,4,[4],1,1.0,True
2528,7,[7],1,1.0,True
2529,7,[7],1,1.0,True
2530,6,[6],1,1.0,True
2531,7,[7],1,1.0,True
2532,2,[2],1,1.0,True
2533,2,[2],1,1.0,True
2534,7,[7],1,1.0,True
2535,5,[5],1,1.0,True
2536,0,[0],1,1.0,True
2537,9,[9],1,1.0,True
2538,8,[8],1,1.0,True
2539,0,[0],1,1.0,True
2540,2,[2],1,1.0,True
2541,9,[9],1,1.0,True
2542,4,[4],1,1.0,True
2543,5,[5],1,1.0,True
2544,3,[3],1,1.0,True
2545,4,[4],1,1.0,True
2546,6,[6],1,1.0,True
2547,5,[5],1,1.0,True
2548,0,[0],1,1.0,True
2549,7,[7],1,1.0,True
2550,0,[0],1,1.0,True
2551,8,[8],1,1.0,True
2552,7,[7],1,1.0,True
2553,4,[4],1,1.0,True
2554,3,[3],1,1.0,True
2555,8,[8],1,1.0,True
2556,4,[4],1,1.0,True
2557,1,[1],1,1.0,True
2558,5,[5],1,1.0,True
2559,1,[1],1,1.0,True
2560,0,[0],1,1.0,True
2561,9,[9],1,1.0,True
2562,9,[1],1,1.0,False
2563,7,[7],1,1.0,True
2564,5,[5],1,1.0,True
2565,7,[7],1,1.0,True
2566,5,[5],1,1.0,True
2567,3,[3],1,1.0,True
2568,2,[2],1,1.0,True
2569,1,[1],1,1.0,True
2570,1,[1],1,1.0,True
2571,9,[9],1,1.0,True
2572,6,[6],1,1.0,True
2573,8,[8],1,1.0,True
2574,6,[6],1,1.0,True
2575,1,[1],1,1.0,True
2576,6,[6],1,1.0,True
2577,7,[7],1,1.0,True
2578,9,[9],1,1.0,True
2579,5,[5],1,1.0,True
2580,2,[2],1,1.0,True
2581,5,[5],1,1.0,True
2582,0,[0],1,1.0,True
2583,3,[3],1,1.0,True
2584,8,[8],1,1.0,True
2585,1,[1],1,1.0,True
2586,6,[6],1,1.0,True
2587,9,[9],1,1.0,True
2588,8,[8],1,1.0,True
2589,5,[5],1,1.0,True
2590,0,[],0,0.0,False
2591,3,[4],1,1.0,False
2592,7,[7],1,1.0,True
2593,1,[1],1,1.0,True
2594,4,[4],1,1.0,True
2595,1,[1],1,1.0,True
2596,9,[9],1,1.0,True
2597,8,[8],1,1.0,True
2598,7,[7],1,1.0,True
2599,2,[2],1,1.0,True
2600,4,[4],1,1.0,True
2601,7,[7],1,1.0,True
2602,8,[8],1,1.0,True
2603,7,[7],1,1.0,True
2604,0,[0],1,1.0,True
2605,1,[1],1,1.0,True
2606,8,[8],1,1.0,True
2607,6,[6],1,1.0,True
2608,1,[1],1,1.0,True
2609,5,[5],1,1.0,True
2610,4,[],0,0.0,False
2611,9,[9],1,1.0,True
2612,3,[3],1,1.0,True
2613,0,[0],1,1.0,True
2614,8,[8],1,1.0,True
2615,5,[5],1,1.0,True
2616,8,[8],1,1.0,True
2617,8,[8],1,1.0,True
2618,9,[9],1,1.0,True
2619,9,[9],1,1.0,True
2620,4,[4],1,1.0,True
2621,3,[3],1,1.0,True
2622,7,[7],1,1.0,True
2623,1,[1],1,1.0,True
2624,9,[9],1,1.0,True
2625,0,[0],1,1.0,True
2626,4,[4],1,1.0,True
2627,4,[4],1,1.0,True
2628,5,[5],1,1.0,True
2629,0,[0],1,1.0,True
2630,2,[2],1,1.0,True
2631,0,[0],1,1.0,True
2632,9,[9],1,1.0,True
2633,4,[4],1,1.0,True
2634,5,[5],1,1.0,True
2635,1,[1],1,1.0,True
2636,3,[4],1,1.0,False
2637,2,[2],1,1.0,True
2638,7,[7],1,1.0,True
2639,5,[5],1,1.0,True
2640,5,[5],1,1.0,True
2641,0,[0],1,1.0,True
2642,6,[6],1,1.0,True
2643,7,[7],1,1.0,True
2644,2,[2],1,1.0,True
2645,8,[8],1,1.0,True
2646,5,[5],1,1.0,True
2647,0,[0],1,1.0,True
2648,2,[2],1,1.0,True
2649,2,[2],1,1.0,True
2650,4,[4],1,1.0,True
2651,3,[5],1,1.0,False
2652,1,[1],1,1.0,True
2653,8,[8],1,1.0,True
2654,2,[2],1,1.0,True
2655,4,[4],1,1.0,True
2656,6,[6],1,1.0,True
2657,2,[2],1,1.0,True
2658,5,[5],1,1.0,True
2659,2,[2],1,1.0,True
2660,0,[0],1,1.0,True
2661,0,[0],1,1.0,True
2662,4,[4],1,1.0,True
2663,3,[7],1,1.0,False
2664,7,[7],1,1.0,True
2665,5,[5],1,1.0,True
2666,3,[3],1,1.0,True
2667,6,[6],1,1.0,True
2668,7,[7],1,1.0,True
2669,1,[1],1,1.0,True
2670,5,[5],1,1.0,True
2671,1,[1],1,1.0,True
2672,4,[4],1,1.0,True
2673,1,[1],1,1.0,True
2674,8,[8],1,1.0,True
2675,1,[1],1,1.0,True
2676,6,[6],1,1.0,True
2677,1,[1],1,1.0,True
2678,5,[5],1,1.0,True
2679,7,[7],1,1.0,True
2680,4,[4],1,1.0,True
2681,4,[4],1,1.0,True
2682,8,[8],1,1.0,True
2683,9,[9],1,1.0,True
2684,0,[0],1,1.0,True
2685,6,[6],1,1.0,True
2686,6,[6],1,1.0,True
2687,7,[7],1,1.0,True
2688,3,[3],1,1.0,True
2689,5,[],0,0.0,False
